path,entry_type,symlink_target,direct_files,recursive_files,category,role,scope,role_source,explanation
build/ramulator2/src/ramulator/controller,directory,,1,38,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles,directory,,0,37,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir,directory,,1,37,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/addr_mapper,directory,,1,6,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/addr_mapper/impl,directory,,5,5,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/impl,directory,,5,5,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/plugin,directory,,0,17,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/plugin/impl,directory,,17,17,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/refresh,directory,,0,4,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/refresh/impl,directory,,4,4,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/rowpolicy,directory,,0,2,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/rowpolicy/impl,directory,,2,2,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/scheduler,directory,,0,2,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/controller/CMakeFiles/ramulator-controller.dir/scheduler/impl,directory,,2,2,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/dram,directory,,1,8,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/dram/CMakeFiles,directory,,0,7,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/dram/CMakeFiles/ramulator-dram.dir,directory,,3,7,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/dram/CMakeFiles/ramulator-dram.dir/impl,directory,,4,4,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend,directory,,1,11,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles,directory,,0,10,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir,directory,,0,10,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir/impl,directory,,1,10,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir/impl/memory_trace,directory,,3,3,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir/impl/processor,directory,,0,6,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir/impl/processor/bhO3,directory,,3,3,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/frontend/CMakeFiles/ramulator-frontend.dir/impl/processor/simpleO3,directory,,3,3,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system,directory,,1,5,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system/CMakeFiles,directory,,0,4,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system/CMakeFiles/ramulator-memorysystem.dir,directory,,0,4,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system/CMakeFiles/ramulator-memorysystem.dir/channel_mapper,directory,,0,3,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system/CMakeFiles/ramulator-memorysystem.dir/channel_mapper/impl,directory,,3,3,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/memory_system/CMakeFiles/ramulator-memorysystem.dir/impl,directory,,1,1,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/translation,directory,,1,2,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/translation/CMakeFiles,directory,,0,1,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/translation/CMakeFiles/ramulator-translation.dir,directory,,0,1,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/ramulator2/src/ramulator/translation/CMakeFiles/ramulator-translation.dir/impl,directory,,1,1,build-output,原生源码对应的构建产物,非维护真源,build/ramulator2/src,inherited-from-ancestor
build/xpu,directory,,1,1,build-output,为整机运行暂存NPU kernel,当前ddr_touch.elf,build/xpu,manual
coralnpu,directory,,19,1087,main-source-tree,NPU 硬件设计与 RTL 仿真工具,普通主仓库源码,coralnpu,manual
coralnpu/.githooks,directory,,1,1,main-source-tree,开发Git hooks,开发基础设施,coralnpu/.githooks,manual
coralnpu/.github,directory,,0,3,main-source-tree,上游CI,开发基础设施,coralnpu/.github,manual
coralnpu/.github/workflows,directory,,3,3,main-source-tree,上游CI,开发基础设施,coralnpu/.github,inherited-from-ancestor
coralnpu/bazel-bin,directory-symlink,/home/vscode/.local/share/storagestacked-unified/bazel/3baf0b0aa115c9eb5c34e41123b6c6ce/execroot/coralnpu_hw/bazel-out/k8-fastbuild/bin,,,external-build-symlink,指向Bazel生成binary的符号链接,当前C ABI库和kernel输出位置,coralnpu/bazel-bin,manual
coralnpu/bazel-coralnpu,directory-symlink,/home/vscode/.local/share/storagestacked-unified/bazel/3baf0b0aa115c9eb5c34e41123b6c6ce/execroot/coralnpu_hw,,,external-build-symlink,指向Bazel execroot的符号链接,执行根/外部依赖树，不递归扫描,coralnpu/bazel-coralnpu,manual
coralnpu/bazel-out,directory-symlink,/home/vscode/.local/share/storagestacked-unified/bazel/3baf0b0aa115c9eb5c34e41123b6c6ce/execroot/coralnpu_hw/bazel-out,,,external-build-symlink,指向Bazel全部构建输出的符号链接,外部缓存，不递归扫描,coralnpu/bazel-out,manual
coralnpu/bazel-testlogs,directory-symlink,/home/vscode/.local/share/storagestacked-unified/bazel/3baf0b0aa115c9eb5c34e41123b6c6ce/execroot/coralnpu_hw/bazel-out/k8-fastbuild/testlogs,,,external-build-symlink,指向Bazel测试日志的符号链接,外部缓存，不递归扫描,coralnpu/bazel-testlogs,manual
coralnpu/coralnpu_test_utils,directory,,17,17,main-source-tree,测试公共设施,测试,coralnpu/coralnpu_test_utils,manual
coralnpu/doc,directory,,3,26,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,manual
coralnpu/doc/images,directory,,12,12,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,inherited-from-ancestor
coralnpu/doc/microarch,directory,,7,7,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,inherited-from-ancestor
coralnpu/doc/peripherals,directory,,1,1,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,inherited-from-ancestor
coralnpu/doc/sw,directory,,1,1,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,inherited-from-ancestor
coralnpu/doc/tutorials,directory,,2,2,main-source-tree,微架构、软件、外设、教程和图片,文档,coralnpu/doc,inherited-from-ancestor
coralnpu/examples,directory,,3,3,main-source-tree,bare-metal示例工作负载,示例,coralnpu/examples,manual
coralnpu/fpga,directory,,23,133,main-source-tree,独立FPGA演示和平台工程,当前gem5联合仿真未走此路径,coralnpu/fpga,manual
coralnpu/fpga/ip,directory,,0,57,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,manual
coralnpu/fpga/ip/coralnpu_chisel_subsystem_default,directory,,2,2,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/coralnpu_chisel_subsystem_highmem,directory,,2,2,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/coralnpu_tlul,directory,,4,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ddr4_stub,directory,,3,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ddr4_stub/rtl,directory,,1,1,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/display_dpi,directory,,4,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/gpio_dpi,directory,,4,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/hm01b0_model,directory,,2,2,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/i2c_master,directory,,9,9,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ispyocto,directory,,4,18,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ispyocto/dv,directory,,0,1,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ispyocto/dv/camera_model,directory,,1,1,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ispyocto/lint,directory,,1,1,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/ispyocto/rtl,directory,,12,12,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/s25fl512s_dpi,directory,,4,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/ip/spi_dpi_master,directory,,4,4,main-source-tree,FPGA IP集成资源,独立平台,coralnpu/fpga/ip,inherited-from-ancestor
coralnpu/fpga/nexus,directory,,1,1,main-source-tree,Nexus FPGA平台工程,独立平台,coralnpu/fpga/nexus,manual
coralnpu/fpga/rtl,directory,,10,10,main-source-tree,FPGA平台RTL,独立平台,coralnpu/fpga/rtl,manual
coralnpu/fpga/sw,directory,,36,42,main-source-tree,FPGA软件,独立平台,coralnpu/fpga/sw,manual
coralnpu/fpga/sw/rom_boot,directory,,6,6,main-source-tree,FPGA软件,独立平台,coralnpu/fpga/sw,inherited-from-ancestor
coralnpu/gem5int,directory,,6,9,main-source-tree,Bazel的C ABI package及验收kernel规则,ABI副本由gem5_new/coralnpuint刷新,coralnpu/gem5int,manual
coralnpu/gem5int/hettrace,directory,,3,3,main-source-tree,安装的共享trace头副本,构建副本,coralnpu/gem5int/hettrace,manual
coralnpu/hdl,directory,,0,343,main-source-tree,NPU硬件设计,硬件源码,coralnpu/hdl,manual
coralnpu/hdl/chisel,directory,,1,143,main-source-tree,Chisel/Scala硬件设计入口,经Bazel/firtool生成RTL,coralnpu/hdl/chisel,manual
coralnpu/hdl/chisel/src,directory,,1,142,main-source-tree,Chisel/Scala硬件设计入口,经Bazel/firtool生成RTL,coralnpu/hdl/chisel,inherited-from-ancestor
coralnpu/hdl/chisel/src/bus,directory,,34,34,main-source-tree,AXI等总线结构和公共逻辑,硬件互连,coralnpu/hdl/chisel/src/bus,manual
coralnpu/hdl/chisel/src/common,directory,,36,36,main-source-tree,通用硬件模块,公共硬件层,coralnpu/hdl/chisel/src/common,manual
coralnpu/hdl/chisel/src/coralnpu,directory,,30,60,main-source-tree,NPU core、AXI桥、TCM和计算集成,CoreMiniAxi等顶层来源,coralnpu/hdl/chisel/src/coralnpu,manual
coralnpu/hdl/chisel/src/coralnpu/float,directory,,2,2,main-source-tree,浮点运算相关模块,核内计算,coralnpu/hdl/chisel/src/coralnpu/float,manual
coralnpu/hdl/chisel/src/coralnpu/prod,directory,,1,1,main-source-tree,产品/生产配置相关硬件设计,顶层配置决定参与范围,coralnpu/hdl/chisel/src/coralnpu/prod,manual
coralnpu/hdl/chisel/src/coralnpu/rvv,directory,,5,5,main-source-tree,RISC-V向量扩展相关设计,是否启用由所选顶层参数确定,coralnpu/hdl/chisel/src/coralnpu/rvv,manual
coralnpu/hdl/chisel/src/coralnpu/scalar,directory,,22,22,main-source-tree,标量指令和执行模块,核内计算,coralnpu/hdl/chisel/src/coralnpu/scalar,manual
coralnpu/hdl/chisel/src/peripherals,directory,,3,3,main-source-tree,外围设备硬件,SoC/平台相关,coralnpu/hdl/chisel/src/peripherals,manual
coralnpu/hdl/chisel/src/soc,directory,,8,8,main-source-tree,SoC顶层集成,当前设备库不等于完整独立SoC执行,coralnpu/hdl/chisel/src/soc,manual
coralnpu/hdl/verilog,directory,,10,200,main-source-tree,手写/引入Verilog设计,RTL源码,coralnpu/hdl/verilog,manual
