path,module,kind,lines,bytes,role_hint,upstream,downstream,reviewed_role,reviewed_interface,status,index_blob
coralnpu/fpga/ip/display_dpi/display_dpi.core,coralnpu,text/data,19,332,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,3360d0154f801115bc442269ce4a8aaf34e4ae2d
coralnpu/fpga/ip/display_dpi/display_dpi.sv,coralnpu,source,64,1672,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,8c677efc2d874cd1d24ca88a7fa0760ea469fa15
coralnpu/fpga/ip/gpio_dpi/BUILD,coralnpu,build,31,823,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,47076f599853eeed2914f307246f30a5ea6f6722
coralnpu/fpga/ip/gpio_dpi/gpio_dpi.cc,coralnpu,source,57,1670,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,72d131bcac838b698738ca72b313495bc96629c5
coralnpu/fpga/ip/gpio_dpi/gpio_dpi.core,coralnpu,text/data,30,891,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,9ee042c995749fdd48088a6e0cc81ceb2ce42f25
coralnpu/fpga/ip/gpio_dpi/gpio_dpi.sv,coralnpu,source,57,1514,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,e3dda555bf7db7c84ee3292be4a52622e3a55e83
coralnpu/fpga/ip/hm01b0_model/hm01b0_model.core,coralnpu,text/data,27,796,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,577ed3378bd61128f93a60f3291df1c4e9bf2945
coralnpu/fpga/ip/hm01b0_model/hm01b0_model.sv,coralnpu,source,132,4767,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,c213fb345c1fde2d0d25cb8c2b7888af6d7c0bdf
coralnpu/fpga/ip/i2c_master/BUILD,coralnpu,build,60,1658,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,9c22ee32e528030f8aeabc54dfaba6416e337f4d
coralnpu/fpga/ip/i2c_master/README.md,coralnpu,documentation,62,2375,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,8388bb8361c6bb36d689c670ebd42768041d7256
coralnpu/fpga/ip/i2c_master/i2c_master.core,coralnpu,text/data,56,1458,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,b527fb6df1f387287c28534ae961a583fe7f12d8
coralnpu/fpga/ip/i2c_master/i2c_master.sv,coralnpu,source,318,9616,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,0ae4436ac64cf5cc75b438d684d0b0acf2ce69ce
coralnpu/fpga/ip/i2c_master/i2c_master.vlt,coralnpu,text/data,19,713,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,cb2d217fd37a240b10c774ec57223674318fd5ad
coralnpu/fpga/ip/i2c_master/i2c_master_pkg.sv,coralnpu,source,42,1239,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,e028db33c6fcfa138f26fb0c838a491909241da0
coralnpu/fpga/ip/i2c_master/i2c_master_tb.sv,coralnpu,source,309,10350,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,302fe8f69b9ba3862289611c3b92f4d5d960a6a6
coralnpu/fpga/ip/i2c_master/i2c_master_top.sv,coralnpu,source,55,1317,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,045372b98f05e7a0493e161c1181da96e4334366
coralnpu/fpga/ip/i2c_master/i2c_slave_model.sv,coralnpu,source,108,3580,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,9e2597a329351536a646c26fe9c742312dc19616
coralnpu/fpga/ip/ispyocto/BUILD,coralnpu,build,103,2599,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,9d4ecdd97d7daf606a1224bdfbcac44806cec55c
coralnpu/fpga/ip/ispyocto/dv/camera_model/gen_test_pattern.py,coralnpu,source,38,1107,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,b04494ce63cb5e28eea183492270f03e2b16d0e4
coralnpu/fpga/ip/ispyocto/ispyocto.BUILD,coralnpu,text/data,41,1019,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,ce3b990f6980c9027555bb5c168848c1a0842716
coralnpu/fpga/ip/ispyocto/ispyocto.core,coralnpu,text/data,262,14696,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,00bb093cf79a575f3527c0c69c132bf41e738cbd
coralnpu/fpga/ip/ispyocto/lint/ispyocto.vlt,coralnpu,text/data,18,715,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,d5c80f49e47500fb64293c62a4c84b0fb7f8c803
coralnpu/fpga/ip/ispyocto/rtl/ahb_pkg.sv,coralnpu,source,35,1192,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,02c030bc3f341c3733384a82905b627d2c89af55
coralnpu/fpga/ip/ispyocto/rtl/ahblite_enc.v,coralnpu,source,148,3665,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,3580899b2611902fc141438cb8e7980c624771c2
coralnpu/fpga/ip/ispyocto/rtl/axi_pkg.sv,coralnpu,source,111,2983,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,0fb0a813eaff0e7ee84bf2e1c62bed7d5ed49487
coralnpu/fpga/ip/ispyocto/rtl/cam_signal_generator.sv,coralnpu,source,224,6697,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,1ae60c62418af59f261a0a2c9e301cdf5a4bb88a
coralnpu/fpga/ip/ispyocto/rtl/isp_config.svh,coralnpu,source,558,29752,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,fc616a03a6ff813792eab6fd60f8ef6dd1ff5aa6
coralnpu/fpga/ip/ispyocto/rtl/isp_wrapper.sv,coralnpu,source,473,18043,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,e7a325b48b59836d7f8ce8b23c949f5619d54226
coralnpu/fpga/ip/ispyocto/rtl/isp_wrapper_reg_pkg.sv,coralnpu,source,88,2547,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,a39b2b51eb328160973f754eb1c14c3f42bd1ba9
coralnpu/fpga/ip/ispyocto/rtl/isp_wrapper_reg_top.sv,coralnpu,source,446,10775,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,ab54b6f5ae2372af0f94de673da3d200f7b1d9d2
coralnpu/fpga/ip/ispyocto/rtl/isp_wrapper_tb.sv,coralnpu,source,641,20877,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,f10d7db2e30e3ff5398b974fcfe62d0f24583444
coralnpu/fpga/ip/ispyocto/rtl/tlul2ahblite.core,coralnpu,text/data,41,780,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,d17d5f9fb82a71303c7c671ace2e4ace644e6bb8
coralnpu/fpga/ip/ispyocto/rtl/tlul2ahblite.v,coralnpu,source,195,5400,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,7176e249f55c26892810bfe43f6081f3401efb34
coralnpu/fpga/ip/ispyocto/rtl/tlul_dec.v,coralnpu,source,328,9689,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,6faef3e4e56907a5cc30161bc773ed2c3dada045
coralnpu/fpga/ip/ispyocto/run_wrapper_sim.sh,coralnpu,source,16,597,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,ffa346592ad9d57df5c0448a5de6fc595a3394bf
coralnpu/fpga/ip/s25fl512s_dpi/BUILD,coralnpu,build,25,787,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,eace54036ed5730a69ee6897e1bb6e5ba90e5035
coralnpu/fpga/ip/s25fl512s_dpi/s25fl512s_dpi.cc,coralnpu,source,554,13550,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,74e565badae722fa82e96429aad08432d265cc5c
coralnpu/fpga/ip/s25fl512s_dpi/s25fl512s_dpi.core,coralnpu,text/data,19,350,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,ade5bce385b616a479b224c37c934111f9d1b845
coralnpu/fpga/ip/s25fl512s_dpi/s25fl512s_dpi.sv,coralnpu,source,62,1660,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,e28c2686d3c0b0bf9c7ed948fbfed670f91a16ab
coralnpu/fpga/ip/spi_dpi_master/BUILD,coralnpu,build,31,822,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,2841b7502f6e4cbfdd1ca32208ffba4d424c189b
coralnpu/fpga/ip/spi_dpi_master/spi_dpi_master.cc,coralnpu,source,500,14488,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,3917691a5f9481574c93d0d9f32b615d786a4b72
coralnpu/fpga/ip/spi_dpi_master/spi_dpi_master.core,coralnpu,text/data,19,357,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,cd4194e7c5d582aea77e2e0cbc99384524f2a1c6
coralnpu/fpga/ip/spi_dpi_master/spi_dpi_master.sv,coralnpu,source,73,1917,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,65218e55e0d815b93ebf4f80e5294b44eeb1b890
coralnpu/fpga/ispyocto_core.patch,coralnpu,text/data,57,1421,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,bac062f82c59f3dda78c19476dbadde5a58282d7
coralnpu/fpga/main.cc,coralnpu,source,107,3644,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,91b8951a8d074108400c6b4554ee374e28fe74fb
coralnpu/fpga/nexus/load_bitstream.sh,coralnpu,source,121,3851,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,2a9940d9d28dacefed6ddb23d3b025d842ad76ab
coralnpu/fpga/pblock_u_ddr.tcl,coralnpu,source,43,1938,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,2ac2dd26d1baf2dfb6496d6d50059af2e63efd1b
coralnpu/fpga/pblock_u_isp.tcl,coralnpu,source,62,2604,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,5bdcdf9b8cec2d2f7b8329c85a8baad93ebad20c
coralnpu/fpga/pins_nexus.xdc,coralnpu,text/data,141,9818,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,ddcb5be88c6d828241e7e72700ff2c3d4d4d148e
coralnpu/fpga/racl_pkg.core,coralnpu,text/data,34,1019,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,b86d8bcf07476815f6cdf3b86458d99134b9e809
coralnpu/fpga/rtl/BUILD,coralnpu,build,40,1078,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,394dc7644e8c1c1fda7a2e9f648f20ab31ecbbf1
coralnpu/fpga/rtl/autoboot.sv,coralnpu,source,156,4320,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,07ff264b04fc17d4e35ac3f583df7b0862c92a68
coralnpu/fpga/rtl/chip_nexus.sv,coralnpu,source,510,18342,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,4b7117a1aaf8104c14bf28a8798245aecb66dbb9
coralnpu/fpga/rtl/chip_verilator.sv,coralnpu,source,368,10504,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,8c346dc74bc760086ad90efc6af62808324aba0c
coralnpu/fpga/rtl/clk_table.sv,coralnpu,source,71,2126,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,f88fe32cd6df99171cf7e28679ac33c454355ddd
coralnpu/fpga/rtl/clkgen_wrapper.sv,coralnpu,source,32,771,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,28d3e54af437873a48c6912eea8ee941086a9b62
coralnpu/fpga/rtl/clkgen_xilultrascaleplus.sv,coralnpu,source,158,4171,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,cf7009f9eedf4b966b48a6f23d331eef0af1832a
coralnpu/fpga/rtl/coralnpu_soc.sv,coralnpu,source,912,42007,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,fc6084a3ccb9c8b20aae34231e3fc14de6e48de3
coralnpu/fpga/rtl/top_pkg.sv,coralnpu,source,47,1490,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,f02afec1d5939d9b638eea5391708f6052001e89
coralnpu/fpga/rtl/top_racl_pkg.sv,coralnpu,source,83,3080,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,062fd1d6f90cfb26c0fa987b6d740662d79029ee
coralnpu/fpga/sw/.gitignore,coralnpu,config,4,41,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,dbfe24766518d2310a59eaff64ab3c2ab450cb32
coralnpu/fpga/sw/add_uint32_m1.cc,coralnpu,source,40,1304,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,29e7ce941571ea3587ec7cbf926a6a5674de58fd
coralnpu/fpga/sw/clk.c,coralnpu,source,49,1372,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,a325dc02c459a61555f0d4439ec5854c8022ec61
coralnpu/fpga/sw/clk.h,coralnpu,source,34,901,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,0fc652354ce089ef7bf88d6b045b194530365bfb
coralnpu/fpga/sw/clk_test.c,coralnpu,source,32,931,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,4e2b496768a6c43e1031cf18399e2530e58bdc0a
coralnpu/fpga/sw/display_hal.c,coralnpu,source,67,2038,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,af388eafa49bc7aa5f44288fcecb5e87ba2bca13
coralnpu/fpga/sw/display_renderer.cc,coralnpu,source,209,6412,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,643fda53cba4016e57241dae0807ee315b66b4d5
coralnpu/fpga/sw/display_renderer.h,coralnpu,source,62,1660,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,fa31ce09a440662fd90418151b2d3bc50982af3d
coralnpu/fpga/sw/display_test.cc,coralnpu,source,65,2108,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,e1b973177236e82085c1b079d9f5e72bbffcf830
coralnpu/fpga/sw/dma.c,coralnpu,source,47,1581,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,22f1351aa29547edcc117c40ff1d9571fab62985
coralnpu/fpga/sw/dma.h,coralnpu,source,51,1341,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,7cf9b667cf30809355425aaaf7b3117ad0434a86
coralnpu/fpga/sw/dma_test.cc,coralnpu,source,232,6916,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,7c473e91dd414eea23c1076455e404678ffa5b00
coralnpu/fpga/sw/flash_tool.c,coralnpu,source,182,5618,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,282f1bc6ea560b2f14e4347dbc638c1673ec0f5e
coralnpu/fpga/sw/flash_tool_ftdi.py,coralnpu,source,134,4168,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,29763bf540d2b9bd5e837642e91aaffbc8c03335
coralnpu/fpga/sw/flash_tool_lib.py,coralnpu,source,192,6925,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,5e5fe46e91994472d7aa6626b6535dee8dab4965
coralnpu/fpga/sw/flash_tool_sim_test.py,coralnpu,source,213,6959,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,ffff2498d64adf801ccee91f1b4bd9b5dd5331ee
coralnpu/fpga/sw/flash_tool_status.h,coralnpu,source,31,1122,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,27e754309ef1dbb6169ca1fb4439eed4180a2c25
coralnpu/fpga/sw/flash_tool_test.py,coralnpu,source,233,8116,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,01e5cd809d9d961cb521e6a656af0c9f57484636
coralnpu/fpga/sw/gpio.c,coralnpu,source,34,1171,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,21039dd7d3c67d77dda835e298ff3301d728ca1d
coralnpu/fpga/sw/gpio.h,coralnpu,source,36,957,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,36772c566352ddaf57623d246d31974324a9ed50
coralnpu/fpga/sw/gpio_test.cc,coralnpu,source,57,1486,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,84dfd9314e6d27ef0845fab2fed9e540c615f346
coralnpu/fpga/sw/i2c.c,coralnpu,source,47,1476,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,951a7abb3bdc3fdaf14357e45b68c907ccb80f0d
coralnpu/fpga/sw/i2c.h,coralnpu,source,39,1008,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,067416a081e1c2bf9a9ba26600d58da287502a07
coralnpu/fpga/sw/i2c_camera_test.cc,coralnpu,source,183,5650,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,711617bd65ba8da0e5507069167ff526489b7bda
coralnpu/fpga/sw/isp_cam_test.c,coralnpu,source,206,7955,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,bcc70f3f0fe8125e93cb15a5490e34f79c73e7ab
coralnpu/fpga/sw/rom_boot/crt0.S,coralnpu,source,47,1168,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,259f51b219cbf0cb6de147219a11d4f7d1e4c875
coralnpu/fpga/sw/rom_boot/main.c,coralnpu,source,195,4963,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,fe26f1f090b755f226a5806280df7abf4ff14a58
coralnpu/fpga/sw/rom_boot/make_flash_image.py,coralnpu,source,72,2371,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,317651a3f49d0392ff30f84e3834fb9fa5a32bd1
coralnpu/fpga/sw/rom_boot/rom.ld,coralnpu,config,54,1025,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,c8a027964f744c785bad450efece098095958e02
coralnpu/fpga/sw/rom_boot/rom_boot_sim_test.py,coralnpu,source,255,8297,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,c36f76f94e2ebb0cefb70ca8a81a549429e4e2f5
coralnpu/fpga/sw/rom_boot/rom_highmem.ld,coralnpu,config,54,1024,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,1a99314395895f13b0fc41fd2dd125e6b1e9ee69
coralnpu/fpga/sw/spi.c,coralnpu,source,72,2270,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,318f29389232e9e2fb160d26afef12fa576285f4
coralnpu/fpga/sw/spi.h,coralnpu,source,63,1858,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,d72068a97e22b5e5db9090c8aafcb67eb25f75c5
coralnpu/fpga/sw/spi_flash.c,coralnpu,source,281,8262,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,ffe12482b66ac5470915a53f30959fa90c08c886
coralnpu/fpga/sw/spi_flash.h,coralnpu,source,89,2609,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,d8b4e7a2757c024b885ed550bab353b6cd11643f
coralnpu/fpga/sw/spi_flash_test.cc,coralnpu,source,242,5829,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,28d0eb760ea6a8df311bc4fa793548e5ce84cb87
coralnpu/fpga/sw/spi_test.cc,coralnpu,source,44,1278,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,4391d137e67e45a70a496a4a3af5ce94ca759cb5
coralnpu/fpga/sw/timer.cc,coralnpu,source,143,4265,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,6055e5099f63f6a125f03dda13c6311d991cf577
coralnpu/fpga/sw/trivial_pass_test.cc,coralnpu,source,10,180,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,9a1746d5ab0649086231af76e86b96c47ef5a481
coralnpu/fpga/sw/uart.c,coralnpu,source,51,1381,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,4bd74cdef4da9adcfa089cd9af3d30257f067fa3
coralnpu/fpga/sw/uart.h,coralnpu,source,29,548,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,4eff4db2089ed4443a9f9609787f83a97b13cdb2
coralnpu/fpga/sw/yocto_isp_register_address.h,coralnpu,source,201,8379,CoralNPU目标软件、运行库与编译支持,,,False,False,main-indexed,d02bcb91a7d2dbabae104c702b41d782e67b7abb
coralnpu/fpga/vivado_hook_write_bitstream_post.tcl,coralnpu,source,237,9588,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,9f1d93762b73f25d25996bb9b830ef8c9e53d49b
coralnpu/fpga/vivado_pre_opt_hooks.tcl,coralnpu,source,31,1162,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,14a7ffc64617364d29cc16f0a29076cb9f427ef3
coralnpu/fpga/vivado_setup_hooks.tcl,coralnpu,source,59,2354,CoralNPU上游构建、工具或说明资料,,,False,False,main-indexed,67077df06174979e1d19467ab88fe11f17084aac
coralnpu/gem5int/BUILD,coralnpu,build,110,4232,实际 Bazel package 中的 ABI 副本和库规则,install 的刷新、Verilator 输出,`libcoralnpu-gem5.so`,True,True,main-indexed,a98242c38c9c179ae84c6a46c778440fc63a40b2
coralnpu/gem5int/coralnpu_gem5.cc,coralnpu,source,444,16622,实际 Bazel package 中的 ABI 副本和库规则,install 的刷新、Verilator 输出,`libcoralnpu-gem5.so`,True,True,main-indexed,3a663870fccd0b80765ea2a34e6661ff8630ebe0
